Quality	#1 ID	#2 ID	#1 String	#2 String
1	128	128	وسط تصفيق حار قال :  هذه هي أميركا، يا أصدقائي، وإنه لا ينبغي أن يحدث هذا هنا .	هذه هي أميركا، يا أصدقائي، وإنه لا ينبغي أن يحدث هذا هنا.
1	129	129	قال ماهينداراتا لرويترز: أن البشيرشعر أنه كان يحاكم من قبل الرأي وليس استنادا للحقائق.	أضاف :شعر البشير أيضا أنه كان يحاكم من قبل الرأي بدلا من حقائق القانون.
0	130	130	تراجع مؤشر ستاندرد اند بورز 500 ،بقيمة 4,77، أو 0.5 في المئة،ليصل إلى مستوى 929.62.	تراجع مؤشر  ستاندارد اند بورز500 الأوسع نطاقا 0.17 نقطة ،أو 0.02 في المئة فقط، ليصل إلى 934.
1	131	131	زحف  في 1 مايو من خلال وادي ضيق و متعرج، إلى أسفل منحدر 60 قدما ،وسار نحو ستة أميال أسفل الوادي.	زحف من خلال وادي ضيق ومتعرج، إلى أسفل منحدر 60 قدما، وسار نحو ستة أميال أسفل الوادي قرب حديقة الوادي الوطنية في جنوب شرق ولاية يوتا.
0	132	132	قالت منظمة العفو الدولية أنا جمعت على مدى السنوات ال 20 الماضية ،معلومات عن 17،000 مختفيا في العراق لكن الرقم الفعلي قد يكون أعلى من ذلك بكثير.	قالت منظمة العفو الدولية أنها جمعت على مدى السنوات ال 20 الماضية معلومات عن 17،000 مختفيا في العراق
0	133	133	انخفض مؤشر داو جونز الصناعي بواقع 0.7 في المائة ليصل إلى 9،547.43، في حين كان مؤشر ستاندارد آند بورز 500 أضعف  بنسبة 0.8 في المائة ليصل إلى 1،025.79.	انخفض مؤشر داو جونز الصناعي <اسهم الشركات الامريكية الكبرى> 44 نقطة، أو 0.46 في المئة الى 9568.
1	134	134	قد يواجه عقوبة الإعدام إذا ما تمت إدانته بتهمة التجسس .	يمكن لتهم التجسس ومساعدة العدو أن تودي لعقوبة الإعدام.
0	135	135	طلبت إعفاءها من جلسة مجلس الوزراء الأسبوع الماضي للتحضير لعقد اجتماع مع رؤساء رواندا وأوغندا.	لقد اتخذت خطوة غير عادية للغاية بتخطي مجلس الوزراء لحضور الاجتماع مع رؤساء رواندا وأوغندا.
1	136	136	وقالت وزارة الخارجية الصينية في بيان : "نحن نأمل أن تستمر كل الأطراف في بذل الجهود ومواصلة عملية الحوار" .	قالت وزارة الخارجية الصينية: "نحن نأمل أن تستمر كل الأطراف في بذل الجهود ومواصلة عملية الحوار ".
1	137	137	في مزيج من الوثنية القديمة والطقوس المسيحية الحديثة، ،أقام أهالي القرية سلسلة من الاحتفالات في أمل لمحو المصائب التي يعتقدون أنها أبقتهم فقراء.	في مزيج من الوثنية الميلانيزية القديمة والطقوس المسيحية الحديثة ،حاول الناس مرة أخرى لمحو المصائب التي يعتقدون أنها أبقتهم فقراء منذ تلك الوجبة في زمن بعيد .
0	138	138	ارتفع متوسط مؤشر داو جونز الصناعي( أسهم الشركات الأمريكية الكبرى ) حتى 13.33 نقطة أو 0.15 في المئة ليصل إلى 9،196.55. 	انخفض مؤشر داو جونز الصناعي <أسهم الشركات الأمريكية الكبرى> 7.75 نقطة أو 0.08 في المئة ليصل إلى 9،175.47.
0	139	139	عادة ما يتم العثورعلى القرود فقط في وسط وغرب أفريقيا. 	تتواجد عادة كلاب البراري في الولايات الجنوبية الغربية والغربية، وليست أصلية من ولاية ويسكونسن.
0	140	140	رفض مجلس المستشار روبرت بينيت التعليق يوم الثلاثاء على ما يتعلق بشؤون الموظفين . 	رفض السيد ميلز التعليق أمس، قائلا أنه لم يناقش أبدا ما يتعلق بشؤون الموظفين.  
1	141	141	رأت المحكمة في تلك القضية أن مدينة سينسيناتي انتهكت  التعديل الأول للدستور ،فقط في حظر كتيبات الدعاية التي تتبع  مصلحة الجماليات. 	رأت المحكمة في تلك القضية أن مدينة سينسيناتي انتهكت التعديل الأول فقط في حظركتيبات الدعاية التي تتبع لمصلحة الجماليات.
1	142	142	الفيلم هو الثاني من ثلاثية، والذي سوف يختتم في شهر تشرين الثاني مع ثورات ماتريكس".	المعاد تحميله "هو الدفعة الثانية من ثلاثية"؛ "ثورات ماتريكس " والمقرر لأول مرة في شهر تشرين الثاني.
1	143	143	بالإضافة إلى ذلك، قالت وزارة العدل أن مكتب التحقيقات الفدرالي أجرى '' أقل من 10 '" تحقيقات شملت زيارات إلى المساجد.	قالت وزارة العدل أن "أقل من 10" "مكاتب فديرالية أجرت تحقيقات شملت زيارات إلى المساجد الإسلامية.
0	144	144	يتزامن هذا الأسبوع الانطلاق مع مؤتمر مطوري جافا ون في سان فرانسيسكو .	تأتي الأخبار بالتزامن مع مؤتمر مطوري   جافا (سنز ) السنوي في سان فرانسيسكو.
0	145	145	مرسوم ملكي يرتكز على تجربته مع ديانا، أميرة ويلز، ورسائل يزعم أنها منها وإليها .	تستعد الأسرة المالكة للكشف عن المزيد في ما يخص المرسوم الملكي، بالارتكازعلى  الوقت المنقضي لديانا أميرة ويلز، مع العبد السابق .
0	146	146	قال الجيش أن الغارة التي جاءت بعد أيام قليلة من قنص و قتل القوات الإسرائيلية لعبد الله القواسمة، القيادي في حركة حماس في المدينة، استهدفت ناشطين من حركة حماس.	تأتي هذه الاعتقالات فقط بعد أيام من قتل القوات الإسرائيلية لعبد الله القواسمة، زعيم الجماعة المسلحة في الخليل.
1	147	147	قالت الشركة أنها أقالت الرئيس السابق ميكي روبنسون لسبب ما  ،عندما غادر في سبتمبر.	قالت الشركة الشهر الماضي :تمت إقالت الرئيس التنفيذي ميكي روبنسون لسبب ما في سبتمبر.
1	148	148	أودى فيروس سارس بحياة 44 شخصا في منطقة تورونتو،  بينهم اثنان من الممرضات والطبيب.	قتل الفيروس 44 شخصا في منطقة تورونتو، بما في ذلك طبيب واحد واثنين من الممرضين.
1	149	149	قالت الشركة يوم الإثنين أن خدمة الموسيقى الجديدة عبر الإنترنت ،ابل كمبيوتر، باعت أكثر من 1 مليون أغنية خلال الأسبوع الأول من عملية البيع.	قالت شركة ابل كمبيوتريوم الإثنين أنها فاقت التوقعات الصناعة القياسية عن طريق بيع أكثر من 1 مليون أغنية ،منذ إطلاق متجرها  الموسيقي عبر الانترنت قبل أسبوع.
0	150	150	تم اعتقاله مرتين من قبل للتعدي على ممتلكات الغير، ومنع من الذهاب إلى والدته وطفليه في منزله الكائن في المجمع .	تم اعتقاله مرتين من قبل للتعدي على ممتلكات الغير،حيث منع من الدخول إلى المجمع.
0	151	151	كانت قطاعات الصناديق تستخدم كسلاح إلى ما قبل 11 سبتمبر 2001،حيث تم حظر حملها من قبل الخاطفين منذ ذلك الحين استنادا إلى البنود.	كانت قطاعات  الصناديق تستخدم كأسلحة من قبل 19 خاطفا في هجمات 11 سبتمبر 2001.
0	152	152	اتهم كل من هلسنراث و كلارمان بثلاث تهم لتزوير الأوراق المالية.	اتهم كلارمان ب16 تهمة احتيال.
1	153	153	قالت هيئة الأرصاد الجوية البرتغالية أن سبب موجة الحر في أوروبا هو كتلة من الهواء الساخن والجاف تتحرك من الجنوب الشرقي.	قال ماريو ألميدا من هيئة الأرصاد البرتغالية كانت موجة الحر بسبب وجود كتلة من الهواء الساخن، والهواء الجاف من جنوب شرق البلاد.
0	154	154	أعلنوا في مؤتمر صحفي أمس أن الأموال التي ينفقها  دافعي الضرائب لإنشاء صالات الرهان الإرهابية ،هي مبددة للأموال بقدر ما هي مثيرة للاشمئزاز	قال وايدن ودورجان يوم الإثنين في رسالة الى وزارة الدفاع.:أن الأموال التي ينفقها  دافعي الضرائب لإنشاء صالات الرهان الإرهابية ،هي مبددة للأموال بقدر ما هي مثيرة للاشمئزاز
0	155	155	تعتقد الشرطة  أن ويلسون أطلقت النارعلى رينولدز، ثم والدتها مرة واحدة في الرأس، قبل أن توجه البندقية القاتلة على نفسها.	تعتقد الشرطة أن ويلسون أطلقت الناربعدهاعلى جيني ماي روبنسون مرة واحدة في الرأس، قبل أن توجه السلاح على نفسها.
1	156	156	أعلن مورفي 22 يوليو أنه سيستأنف  قضيته مباشرة إلى المحكمة العليا في الولايات المتحدة.	يقول مورمن ألاباما أنه سيستأنف قضيته إلى المحكمة العليا في البلاد.
1	157	157	يمكن للقردة أن تتابع تقدمها من خلال مشاهدة التمثيل التخطيطي للذراع وتحركاتها على شاشة فيديو.	تم الاحتفاظ بالذراع في غرفة منفصلة، ولكن القردة يمكن أن تتابع تقدمها من خلال مشاهدة تمثيل للذراع وتحركاتها على شاشة فيديو
1	158	158	أدى ذلك إلى مواجهة مع الشرطة لمدة 47 ساعة ، وإزعاج الآلاف من الركاب، كما تراجعت حركة المرور في وسط واشنطن وشمال فرجينيا.	أدى احتجاجه إلى مواجهة استمرت 47 ساعة مع الشرطة ،والتي تسببت في اختناقات مرورية ضخمة في وسط مدينة واشنطن وشمال فرجينيا.
1	159	159	ارتفع مؤشر ستاندرد اند بورز 500 بنسبة 6.48، أو 0.7 في المائة،ليصل إلى 990.51.	ارتفع مؤشرستاندرد اند بورزالأوسع نطاقا 500 6.48 نقطة أو 0.66 في المئة ليصل إلى 990.51.
1	160	160	ومن المتوقع أن يحضر وزراء الزراعة من أكثر من مئة ولاية المؤتمر الوزاري ومدته ثلاثة أيام ،ومعرض العلوم والتكنولوجيا الزراعية ،تحت رعاية وزارة الزراعة الأمريكية .	يطلق وزير الزراعة الأمريكية آن فينمان يوم الإثنين  المؤتمر الوزاري لمدة ثلاثة أيام، ومعرض العلوم والتكنولوجيا الزراعية .
0	161	161	وفقا لمصادر أمنية، وضع جون ستيفنز مفوض شرطة العاصمة في لندن ،قواته في حالة تأهب قصوى الأسبوع الماضي في أعقاب تحذير.	يمكن أن يكشف التليجراف عن أن السير جون ستيفنز، مفوض شرطة العاصمة، وضع قواته في حالة تأهب قصوى  الأسبوع الماضي.
0	162	162	تهيئ المصالح  المحصنة نفسها للسيطرة على نقاط اختناق الشبكة ،كما أنها تقوم بالضغط على لجنة الاتصالات الفدرالية لمساعدتها ومساندتها.	تهيئ  المصالح الراسخة نفسها للسيطرة على نقاط اختناق الإنترنت ، كما أنها تقوم بالضغط على الاتصالات الفدرالية لمساعدتها ومساندتها ، مما قد يؤدي لفقدانها
1	163	163	ما يعقد الوضع هو وجود صلابة الليبراليين في المعركة ،الذين يقاتلون في كلا الجانبين.	واستمر القتال بشكل متقطع في الغرب، حيث أنه تعقد بسبب وجود ليبري متصلب في المعركة في كلا الجانبين.
0	164	164	تستضيف جمعية أودوبون مرة أخرى هذا العام عيد ميلاد الطيورالسنوي.	إنه عيد ميلاد الطيورالسنوي الوطني لجمعية أودوبون ،والآن هو موسمه ال 104
0	165	165	قالت منظمة جنوب غرب أن حركة مرورها ارتفعت لتصل بنسبة4.6 في المئة في الربع الأول، وانتهت في  الربع مع 2.2 مليار دولار نقدا.	قالت منظمة جنوب غرب أن حركة مرورها ارتفعت بنسبة 4.6 في المئة في الربع بزيادة قدرها 4.2 في المئة.
1	166	166	تكهن الأطباء أن هرمون الاستروجين في الجسم نفسه يحمي من تلف الخلايا ويحسن من تدفق الدم.	استندت معتقداتهم على تكهنات بأن هرمون الاستروجين يمنع تلف الخلايا ويحسن من تدفق الدم.
0	167	167	كما أنهم وجدوا كذلك حالة قصر كانت مرتبطة  بتاريخ عائلي من فقدان السمع.	تم العثور  في كثير من الأحيان مرتين على حلات قصر بين من يعانون من فقدان السمع.
1	168	168	قال مسؤولون تنفيذيون في شركة سيسكو أنه تم تشجيغهم بمبلغ 1.3 مليار دولاركسيولة نقدية من صافي الدخل، ولكنهم يأملون في حدوث انتعاش.	تم تشجيع المدراء التنفيذيين لشركة سيسكو بمبلغ 1.3 مليار دولاركسيولة نقدية، وزيادة في صافي الدخل، لكنهم قالوا أنهم لايزالون متفائلين بحذر '' بشأن انتعاش.
1	169	169	في بيان عبر البريد الإلكتروني إلى أنباء الحارس نوكسيفيل ، قال شوماخر: '' انا لا أعطي أي اعتبار للاستقالة.	قال شوماخر في بيان :"أنا لا أعطي أي اعتبار للاستقالة".
0	170	170	شقيق بولجرهو الآن على قائمة ''10 مطلوبين' 'للوكالة، ذلك لاتصاله مع 21 جريمة قتل.	شقيق بولجر، وهو مخبر مكتب التحقيقات الفيدرالي السابق، هو الآن في وكالة تنفيذ القانون على قائمة "10 مطلوبين" .
0	171	171	لكن أعضاء الكنيسة والمراقبين يقولون أنهم يتوقعون أن يكون القرارإشكاليا  للعديد من الأسقفية.	لكن أعضاء الكنيسة والمراقبين يقولون أنهم  يتنبؤون هنا بأن يخلق القرار مشاكل فقهية لبعض الأسقفية الذين يعتقدون أن الإنجيل يحرم المثلية الجنسية.
0	172	172	قال جونزأن المسافرين الجرحى في مستشفى جون بيتر سميث توفوا بعدها  صباح يوم الجمعة.	قال جونزأن المسافر المصاب في مستشفى جون بيتر سميث توفي بعدها في الصباح ، ولم يتم الكشف عن اسمه .
0	173	173	خطط الأطباء لتسليمه قبل أسبوعين من الموعد، في 14 تشرين الثاني أوقريبا منه.	ولادة قيصرية كان من المخطط إجراؤها فى منتصف شهر نوفمبر، قبل أسبوعين من الموعد .
1	174	174	ينتشرسوبينج .ف  عندما يفتح  مستخدمو الكمبيوترالمطمئنين الملفات المرفقة في رسائل البريد الإلكتروني ،التي تحتوي على مثل هذه العناوين المألوفة مثل "شكرا!"،والرد " تفاصيل أو "الرد: ذلك الفيلم".	ينتشر الفيروس عندما يفتح مستخدمو الكمبيوترالمطمئنون الملفات المرفقة في رسائل البريد الإلكتروني التي تحتوي على عناوين مألوفة مثل "شكرا" "و" "الرد: تفاصيل"
0	175	175	ارتفع مؤشر ناسداك المجمع لأسهم التكنولوجيا مؤشر الذي تغلب عليه اسهم التكنولوجيا بنسبة 17.26 نقطة أو 1.06 في المئة ليصل إلى 1،640.06، استنادا إلى أحدث البيانات.	ارتفع مؤشر ستاندرد اند بورز 500<الاوسع نطاقا> 5.51 نقطة أو 0.56 في المئة ليصل إلى 981.73.
MSRpar#SP274 3.400 مؤسسو المجموعة هم ماتسوشيتا الكتريك ،سوني ،هيتاشي، (ان إي سي)، رويال فيليبس للإلكترونيات، سامسونج، شارب وتوشيبا. الأعضاء المؤسسون ل( سي إي ال إف )هم هيتاشي، ماتسوشيتا، (ان إي سي )، فيليبس، سامسونج، شارب وسوني، وتوشيبا.
0	176	176	يقول ديفيد روبيك ،مديرمخاطر الاتصالات في مركز هارفارد لتحليل المخاطر:هل هو موجود في الإمدادات الغذائية ؟	يقول ديفيد روبيك ،مديرمخاطر الاتصالات في مركز هارفارد لتحليل المخاطر: "إنها ليست صفرا "
0	177	177	خلال مباراة صارخة في عام 1999، قالت كارولين لجون أنها كانت لا تزال نائمة  مع بيرجن.	في المقابل ،هي تخبر جون  أحيانا  أنها كانت مستمرة بالنوم مع صديقها السابق،" "بوتش" " مايكل بيرجن الضخم" .
1	178	178	من ناحية أخرى، إذا كان هذا سوف يساعد أكثر على إظهاربراءة ستيف، فنحن نرحب به.	اذا كان تجفيف البرك في ولاية ماريلاند سوف يساعد على إظهار براءة ستيف، فنحن نرحب به."
0	179	179	رفضت المحكمة العليا في ولاية فلوريدا مرتين النظر في القضية.	رفضت مرة أخرى محكمة الاستئناف في ولاية فلوريدا يوم الثلاثاء ، منع إزالة الأنبوب.
1	180	180	قال فليتشر أنه يتوقع الحصول على دعم  المشرعين من الدول الزراعية، ومنهم الكثيرفي اللجنة.	قال أنه يتوقع أيضا الحصول على دعم المشرعين من الدول الزراعية الأخرى.
0	181	181	سكوايرز هو الباحث الرئيسي لحملة أثينا - مجموعة من أدوات العلوم التي استولى عليها كل متجول.	ستيف سكويرز، عالم في جامعة كورنيل، وهو الباحث الرئيسي للأدوات العلمية المخصصة  للبعثات.
1	182	182	هناك أربعة إصدارات من أنظمة التشغيل ويندوزالمستهدفة وهي: ويندوز ان تي، ويندوز 2000، ويندوز اكس بي و خدمة ويندوز 2003 .	يؤثر الفيروس الجديد على أنظمة الويندوزمن : 2000، اكس بي ، ان تي 4.0 وخدمة 2003.
0	183	183	تم تغريم سبعة طلاب تتراوح أعمارهم بين 20- 21 عاما من قبل الشرطة، لشرب الكحول خارج غرف فندق تابع للحرم الجامعي في وقت مبكر من يوم السبت مع شابتين ، تتراوح أعمارهما بين 16 و 18 عاما.	تم القبض على سبعة طلاب ذكور تتراوح أعمارهم بين 20- 21 عاما ،خارج غرف فندق تابع للحرم الجامعي ،في وقت مبكرمن يوم السبت مع مراهقتين تبلغ أعمارهما 16 و 18 عاما.
MSRpar#SP282 3.200 واصلت أسهم شركتي ماكدونالدز و ويندي الدوليتين يوم الإثنين سباقا متواضعا في بورصة نيويورك. واصلت أسهم شركتي ماكدونالدز وويندي انتعاشهما في الأوقات الأخيرة من يوم الإثنين،بارتفاع  بأكثر من 1 في المئة في سوق نيويورك للأوراق المالية في تداولات بعد الظهر.
1	184	184	يمكن لمثل هذه الخطوة أن تضع القضية أمام مجلس أمن الأمم المتحدة.	يمكن بعد ذلك أن يتم إرسال القضية إلى مجلس الأمن الدولى.
0	185	185	هو يعتزم على البقاء طوال اليوم حتى يبلغ النهر ذروته، والتي كان من المتوقع بلوغها في وقت متأخرمن الليلة الماضية.	عزم مع بعض المحامين أن يستمروا بالبقاء ،حتى يبدأ النهربالانحسار
1	186	186	وفقا لموقعه على شبكة الإنترنت :يقوم  المخيم الصيفي باستقبال المعتكفات الدينية للأطفال ،وغيرها من المناسبات على مدار العام .	وفقا لموقعه على شبكة الإنترنت: يستضيف  مخيم القديسة صوفيا المعتكفات الدينية للأطفال خلال أشهر الصيف ، وغيرها من المناسبات على مدار العام.
1	187	187	ارتفعت أسهم جيمستار محرزة نسبة 2.6 في المئة، بإضافة 14 سنتا لتصل إلى 5.49 دولارعند الغلق .	ارتفعت أسهم جيمستارإلى الأعلى كما جاء في الأخبار، وأغلقت بارتفاع 2.6 في المئة عند 5.49 دولار في بورصة ناسداك.
0	188	188	قال تيتو باربيني ،الوزير الإقليمي للزراعة في توسكانا، إيطاليا: أن الاتحاد الأوروبي أساسا غير موجود."	تيتو باربيني ،الوزير الإقليمي للزراعة في توسكانا، إيطاليا، انتقد غياب الثلاثاء في سكرامنتو.
1	189	189	الشركات المشتركة مع شركة إنتل  لصناعة الرقائق ، تشتمل على شركة سوني وشركة مايكروسوفت، وشركة هيوليت باكارد، شركة آي بي إم، جاتواي وشركة نوكيا . 	الشركات المشتركة مع شركة إنتل لصناعة الرقائق ، تشتمل على شركة سوني ومايكروسوفت وهيوليت باكارد، آلات الأعمال العالمية ، جاتواي ، نوكيا وغيرها.
0	190	190	قال الجيش أنه قتل 12 متمردا حتى الآن وألقي القبض على تسعة خلال الحملة ، وعن خسارة ستة جنود جرحوا . 	وقال الجيش أنه قتل 16 متمردا وألقي القبض على تسعة في الحملة حتى الآن، حيث قتل جندي وأصيب ستة آخرون.
0	191	191	شركة كروجر ، التي تمتلك كلا من شركتي رالف والبرتسونس، عقدت صفقة بالاشتراك مع شركة السيفوي ، وعملت على تأمين عمال نقابتهم في اليوم التالي.	وفي استعراض للتعاون المشترك، عملت  شركة كروجر التي تمتلك كلا من شركتي رالف، والبرتسون  على تأمين عمالها في صباح اليوم التالي.
0	192	192	وفقا لمكتب الإحصاء، ارتفع عدد السكان من الأصل الإسباني بنسبة 9.8 في المئة عن التعداد السكاني لشهر أبريل 2000.	ازداد عدد السكان من الأصل الإسباني بنسبة  9.8 بالمائة عن التعداد السكاني لشهر أبريل 2000، على الرغم من الظروف الاجتماعية والاقتصادية الأقل تفضيلا عن أعوام 1990.
0	193	193	قفزت أسهمها من 50.90 دولار، إلى 54.50 دولارفي تداولات ما قبل الفتح ، وذلك عند الإغلاق يوم الأربعاء. 	قفزت الأسهم ما يقرب من 7 في المئة في تداولات ما قبل الفتح، حيث ارتفعت من 17.05دولارإلى 18.26 دولار عند الإغلاق يوم الثلاثاء.
0	194	194	وبخ هو مجلس الشيوخ بشكل سخيف قائلا :خطة  الإعفاء من الضرائب هي عديمة الشأن شيئا ما .."	نحن لسنا بحاجة إلى خطة إعفاء من الضرائب عديمة الشأن .
1	195	195	أفنتيس، ومقرها في ستراسبورغ، فرنسا، هي واحدة من عدد قليل من الشركات التي لا تزال تصنع لقاح الانفلونزا.	أفنتيس، ومقرها في ستراسبورغ، فرنسا، هي واحدة من الشركات الرائدة المنتجة للقاح، وواحدة من عدد قليل من الشركات التي لا تزال تصنعه.
0	196	196	تبحث عن أحدث سلسلة لهاري بوترلتشتريها ؟	آخر خدعة للساحر هاري بوتر؟
0	197	197	وكان مؤشر داو جونز الصناعي <أسهم الشركات الأمريكية الكبرى>قد انخفض بنسبة 58.69 نقطة أو 0.64 في المئة ليصل الى 9،137.86.	انخفض مؤشر داو جونز الصناعي( أسهم الشركات الأمريكية الكبرى) 79.43 نقطة أو 0.86 في المئة ليصل إلى 9،117.12 يوم الجمعة.
0	198	198	قال ثوماس "إن الطريقة التي لعبنا بها في أول مباراتين كانت محرجة قليلا "	نحن في نهائيات كأس ستانلي، حيث كانت الطريقة التي لعبنا بها في أول مباراتين محرجة قليلا .
0	199	199	الغرامات هي جزء من فشل جهود الجمهوريين  في إجبار أو إغراء الديمقراطيين على الرجوع. 	وقال بيري بأنه يؤيد جهود مجلس الشيوخ، بما في ذلك الغرامات، لإجبار الديمقراطيين على الرجوع
1	200	200	جهاز استشعارجديد - يطلق عليه اسم الكناري ل '' تحليل الخلوي وإشعاراته ، ضد العوائد والمخاطر'' – يخطف هذه العملية الطبيعية محدثا اثنين من التغييرات الهامة.	قام الفريق بتسمية  جهاز الاستشعارلتحليل الخلوي وإشعاراته ضد المخاطر والعوائد بجهاز الكناري .
1	201	201	قالت محاميته، باميلا ماكي،أن برينت يتوقع أن تتم تبرئته نهائيا .	صرحت ماكي في بيان أن السيد براينت بريئ، ويتوقع أن تتم تبرئته نهائيا .
1	202	202	لقد كان أفضل تقدم منذ 1 أكتوبر، عندما ارتفع المؤشر بنسبة 22.25.	وارتفع مؤشر ستاندرد اند بورز 500 من 15.66 إلى 1،046.79، كأفضل تقدم منذ 1 أكتوبر، عندما ارتفع بنسبة 22.25.
1	203	203	قال السيد ماسك أنه من الممكن أن يتم أخذ  السيد كولين من سجن مقاطعة سومرست قبل يوم الخميس ونقله إلى مستشفى آن كلاين الشرعي للرعاية النفسية خارج ترينتون .	تم نقل تشارلز كولين (43 عاما) من سجن مقاطعة سومرست في سومرفيل إلى مركز الطب الشرعي آن كلاين، إلى السرير رقم 150 في منشأة لمعالجة الأمراض النفسية في ترينتون.
0	204	204	يعتقد العلماء أن ستاردست تحصر بداخلها الآلاف من جزيئات الغبار.	تم تصميم ستاردست لجمع الآلاف من جزيئات الغبار المتدفقة من وايلد 2.
0	205	205	كسر حاجز الصوت بعد تسع ثوان، واستمر بالصعود الشديد الدعوم.	قالت الشركة "أن سبيس شيب ون اخترق حاجز الصوت بعد تسع ثوان .
0	206	206	يهدف التقرير الذي أعدته لجنة  الخبراء المستقلة ، إلى تبديد أي شك  حول كيفية تعامل حكومة هونغ كونغ مع متلازمة السارس.	تم إطلاق التقريرالذي طال انتظاره حول كيفية تعامل حكومة هونج كونج مع تفشي متلازمة السارس.
0	207	207	قدر وزن  الطائرة حوالي 100 باوند كحد الأقصى للوزن عند إقلاعها.	رحلة الطيران رقم5481،  على متن الخطوط الجوية الأمريكية التي تحطمت في8 يناير،تم الحكم عليها في  أن يكون وزنها كحد أقصى عند الإقلاع في حدود 100 باوند .
1	208	208	مايكل بلومبيرغ، عمدة مدينة نيويورك: " سأحاول السير مع عدد من المجموعات المختلفة.	قال بلومبرغ "سأحاول القيام بمسيرة مع عدد من المجموعات المختلفة.
1	209	209	يبدو أن الهجوم شبيه  لغيره من الهجمات التي تم تنظيمها بالقرب من المجمعات السكنية الأجنبية في الرياض يوم 12 مايو.	يبدوأن الهجوم مماثل للهجمات التي شنت بالقرب من المجمعات السكنية الأجنبية في الرياض يوم 12 مايو، حيث ألقى فيها المسؤولون اللوم على تنظيم القاعدة.
0	210	210	تراجعت البرامج النصية الصريحة الخاصة بالأسهم ESRX.o بنسبة 3.6 في المئة ، لتغلق عند 66.89 دولارا في بورصة ناسداك.	انخفضت الأسهم في البرامج النصية  ESRX.O حوالي 4 في المئة لتصل إلى 66.73 دولارا في بورصة ناسداك في التداولات المتأخرة من هذا الصباح.
0	211	211	انخفاض أسعار الجملة الأساسي في أبريل يعكس انخفاض أسعاركل من  السيارات والشاحنات ،ملابس الأولاد والرجال، والسجائر	كان ذلك أكبر انخفاض منذ شهر أغسطس  من عام1993، حيث ينبع من انخفاض أسعاركل من السيارات والشاحنات ،ملابس الرجال والأولاد ،والسجائر.
1	212	212	قال الرابح أن اثنين من مساعدي الموظفين "يأسفون جدا على كل ماحدث "حيث قام  أفراد الأمن بأداء "جيد و ضمن المعايير."	قال الرابح :كان عمل أفراد الأمن " جيدا وضمن المعايير " حيث كان اثنين من مساعدي الموظفين " جدا آسفون على كل ما حدث .
1	213	213	لقد وضعنا الكثير من الجهد والطاقة في تحسين عملية الترقيع لدينا، وربما في وقت لاحق يجب علينا ،أما الآن نحن فقط نكسب سرعة خيالية.	لقد وضعنا الكثير من الجهد والطاقة في تحسين عملية  الترقيع لدينا، وربما في وقت لاحق ينبغي علينا .
0	214	214	يبحث  عمال الإنقاذ الدولي بين الأنقاض، عن ناجين في مدينة بام الواقعة على  طريق الحريرالقديمة في إيران، والتي دمرت جراء زلزال قوي قتل فيه أكثر من 20،000 شخص	بحث عمال الإنقاذ الدولي بشكل كثيف بالأمس ،عن ناجين بين الأنقاض، وفي المقابرالتي فاضت بالماء ، في مدينة بام الواقعة على طريق الحرير القديم في إيران
1	215	215	غريفيث، وهو من مواطني جبل نقي الهواء، يعيش الآن على ساحل ولاية كارولينا الشمالية في مانتيو.	غريفيث (77 عاما)والذي  نشأ على جبل نقي الهواء، يعيش الآن في مانتيو.
0	216	216	قال كذلك أن الاكاديمية ستحصل على تقريرها  الداخلي الخاص بها في الأسبوع المقبل ،مفصلا فيه عن خطورة المشكلة المتبقية.	قالت روزا "ستحصل الأكاديمية في الأسبوع المقبل على تقريرها الداخلي الخاص بها ،حيث سيكون عاما .
0	217	217	قال الرئيس : أن الصبي قام  أيضا برش غرفة مليئة بالمثبطات من طفايات الحريق، الأمر الذي جعل الرؤية صعبة .	قال الرئيس : أن الصبي فر مرة واحدة نحو الجدار، ورش الغرفة باستخدام طفايات الحريق، مما جعل الرؤية صعبة
1	218	218	جاء في تقرير مجلس المؤتمر أن مؤشر ثقة المستهلك الأمريكي تراجع  من 83.6 في شهر مايو إلى 83.5 في شهر يونيو.	قال مجلس المؤتمر "أن  مؤشر ثقة المستهلك استقر عند83.5  في شهر يونيو، بانخفاض طفيف عن الميزانية المعدلة لشهر مايو وهي 83.6 .
1	219	219	قال أحد السياسيين :" لقد لاحظت تغيرا في المزاج العام في ما يخص أولوياتهم "	قال أحد السياسيين العراقيين بعد اجتماعه مع السيد بريمر: "لقد لاحظت تغيرا في المزاج العام في ما يخص أولوياتهم "
0	220	220	بينما (اتش ار تي )لا ينبغي أن تستخدم لمنع أمراض القلب أو أي مرض مزمن آخر 	قال منسون :" الرسالة الواضحة هنا هو أنه لا يجب أن تستخدم لمنع أمراض القلب والشرايين".
0	221	221	هيذر (35 عاما) ،والتي فقدت ساقها في حادث سير، من الممكن  أن يتم تركيب ألواح فولاذية في وركها، والتي من شأنها أن تؤدي إلى استحالة عملية الولادة الطبيعية .	فقدت عارضة الأزياء السابقة السيدة مكارتني ساقها في حادث سير في عام 1993، ومن الطبيعي أن يكون قد تم تركيب ألواح فولاذية في وركها ، والتي من شأنها أن تجعل الولادة الطبيعية أمرا صعبة.
